Brand,Model_Info,Additional_Description,Locality,City,State,Price
1, name0 5s 16gb name156 name42 acc, 101008700 10100000 6 128gb accessories bill box 400 iphones available 1010062600 warranty pieces available 1010095300 1010037800 accepted 1010011500 credit card available prices fixed 1010095400 fbinsta page 10100158800 1010023900 10100159100 10100158200 10100167900,994,15,5,6999
1, name0 x 256gb, 101006600 nxt 3gb32gb sale original accessories available phone working good condition one small scratch look like crack top panel harm touch scratches tempered glass ignore 1010021400 working smoothly bored mobile hence want change,491,4,0,50000
1, 64gb white, 1010023300 9n 128 gb fix price even single rupee negotiation warranty perfect condition 10100189600 warranty 101006100 box accessories problem 1010068900 unlock scraatchless like new one 128gb perfect next showroom condition selling coz buying samsung s10 note call whats app info nine eight nine nine five nine three nine three one bargaining negotiators stay away call whats app 7011415402 9899593931,957,8,2,45000
1, name0 7 128gb, 1010012300 pad macbook service done doubts call 9791137413 10100242500 garage 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile 1010097600 done,232,2,6,29999
1, name87 name224 2 name2807 name224 limited edition, 101008700 1010022400 2 non wireless 1010012000 pack non activated 1 year international 10100194500,654,8,2,18500
1, name0 xs 64 gb, vivo v9 4 gb ram 64 gb,439,13,5,67000
1, name87 iphone x 256gb, 1010095300 card 1010011500 available models 1010012300 5s xs max brand new condition original accessories available scratch dent exchange‘plm yet used interested call 1010095400 shop££ doubts call 7845593133 10100242600 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile 1010097600 done,64,2,6,50000
1, name0 6 smart phone, 4gb 64gb 101005400 phone good conditions,31,0,1,9000
1, name0 6 16gb exelant condition, one plus 7 128 gb 2 month old accessories 101006100 box,844,8,2,9000
1, name0 7 plus 128gb, brand 101005400 condition good 101005400 101006100 accessories lowest prices 10100159300 visit us 1723 rs 10100169600 1010054300 10100169700 10100164200 opposite 10100170600 10100164200 near 10100170700 1010023000 10100158600 10100159200 01,828,15,5,27000
1, name0 xs max warrenty, description,551,13,5,62999
1, name0 name112 64 gb, 10100000 1010011200 64 gb 101007500 gold accessories bill cost negotiable,373,1,3,12000
3, name397 name36 nexus 5 good condition, hey guys would like sell 2 months old 101003600 pixel 2 101004200 colour box bill brand new condition anyone interested buying call anytime feel free call number thank,781,10,7,5000
1, name87 iphone x 256gb space grey full kit working propely, mobile phone available one year used contact97550819zero7,67,2,6,40500
1, name0 6s plus 64gb gold, 1000 mumbai,552,13,5,18000
1, phone xs gold 64 gb, due fund issue,398,8,2,68000
1, name0 6s name92 6s rose gold 16gb, 3 gb ram 64 gb internal good condition full working problem cover free mobile charger box earphone bill id available,959,8,2,15500
1, today offer 6s available, • 101006600 note 8 64gb 1010024300 phone 1010011500 • 101005100 101006100 1010014000 eraphone available • 7 101008000 replacement 10100100500 3 months 1010068100 1010011400 return accepted 1010011300 1010068100 accepted • 1010011500 available 1010024300 phone 1010095100 10100100600 1010037800 1010095300 card • 1010011300 available • 10100100700 call massage otherwise call answer 1010016500 massage,646,0,1,14000
0, name615 honor 5x 3gb 16gb finger print 55 inches, accessories,79,11,4,5299
1, name0 6s 64gb space grey, buy 3month ago charger earphones 101006100 box,909,10,7,15500
1, phone xr 128 name182 white colour, 101006600 s10 prism white 6gb 128gb 4 month old complete accessories 101007400 non negotiable,695,8,2,46000
1, phone name234 64 gb name103 colur, vivo y71 mobile charging bill,175,13,5,14000
1, name0 x 64gbsilver colour, original iphone7 good conditions 7 months used,547,10,7,58000
1, name0 xs name229 64gb brand new condition, full kit excellent condition 10100253200 99622ioi85,651,2,6,62000
1, name0 8 2years old 64gb white colour, sale 35000,877,4,0,33000
1, name87 iphone 7 plus 32 gb rose gold colour, 101005400 10100000 sale dhamaka 101005400 10100000 7 plus 256gb accessories 31999rs,186,4,0,25000
1, name0 6s 64gb cover box charger headphones, purchase new mobile,974,8,2,15000
2, urgent money, 1010030700 selling 10100000 5s finger print,663,10,7,6000
1, name0 xr 64 gb name235, phone working good condition 64gb storage selling upgrade next version,895,1,3,43000
1, name87 name0 xs max 512gb gold, 101008700 10100000 7 101009200 256gb 1010024800 101004200 year old 1010077800 condition everything 1010014700 1010053500 1010053600 accessories 101006200 complete interested contact 9971960889,32,4,0,98000
1, name87 name0 6s 128gb bill earphones charger, 101008700 10100000 7 128gb accessories bill box 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,162,15,5,19500
1, name0 7 128 gb, foult good condition accessories available 1 year use 10100238700 osm 2 days bttry life 10100238700 health 90 10100238800 fyber skin aplied 25d screen gard applied 10100238900 avl interested call eight one six nine sevn four two 446,819,13,5,24000
1, name0 6 name753 red skin scratchless condition, phone xs 64 gb 11 month old,922,8,2,15000
1, name0 16 gb, good condition 1010014000 available,809,11,4,10800
1, name0 7 brand new 128 gb warranty, get 3 months warranty used phone bill box charger earphone 1010052200 conditions good new fixed prices don’t negotiate located 1010052300 1010052400 part 1,980,4,0,27500
1, name0 7 used name131 name1053 name89 accessories, 101005400 iphone 6s 64gb 1010011400 yes condition 101005400 10100109100 64 gb rom 1194 cm 47 inch 1010034600 101008200 display 12mp rear 101001600 5mp 101001800 101001600 1010049100 10100112200 64bit 10100112300 10100112400 10100109300 coprocessor 1010015600 1010011900 graygold 101006200 pack 10100109600 1010097000 10100109700 1010014000 1010059000 start 10100109800 101007900 1010014400 1010070500 fix 101007400 dont call bargaining 1010011500 available old 101005400 mobile note 1010095100 10100101200 available 1010024300 101005100 1010095300 1010037800 1010011500 available 101007400 100 fixed please don’t call messaging 1010022800 details call 1010016500,158,0,1,18499
1, phone 6 sale, samsung 10100142700 1010035100 sale,1004,11,4,12000
1, name87 iphones available best price india delivery cod, good condition,0,0,1,14999
1, name87 iphone 8 64gb, 10100163200 phone 50 1010024200 completed bill box charger available looks like new phone,1046,10,7,32000
1, name87 name0 available bill box cod name87 name0, 101006600 galaxy 1010011600 6 months old bill box charger earphone,401,0,1,15000
1, name54 iphone name1150 128gb, 1010044100 10100115100 season offer seal packed top iphone models cod models available call,325,0,1,36400
1, name0 5s 16gb, 10100147400 10100192400 10100192500 good condition battery issue,929,8,2,8600
1, name0 7 name92 128 gb, 1010010300 1010015600 101001900 10100151300 101008900 screen 1010031700 2015,1165,15,5,21000
1, excellent condition, want upgrade 10100000 101004900 want sell 2days old 10100000 10100184800 64gb box accessories 1010099900 bill,971,8,2,21000
1, bumper saleapple iphone 7 32gb name2786, 1010015300 condition 101008700 10100000 7 1010018000 101004200 128 gb alongwith ipaky covercase 101008900 1010014000 1010093700 101006100 101006200,885,8,2,20999
1, name0 6s good condition, 10100000 good condition bought 2years,914,1,3,16000
1, name0 6 grey 32gb 4g volte invoice original charger, 10100000 6 grey 32gb 4g volte invoice original charger available12years oldprice negotiablethank youlooks good condition,198,1,3,12950
1, name0 6s 64 gb lady used, phone 7 plus 128 gb battery health 86 come box charger cable provide cash delivery 101008500 fast buy today plz whats app send detail 9990244389,329,11,4,13500
1, name123 7 32gb matt black color, 1010012300 7 32gb matt black color warranty available 1010095300 card 1010011500 available brand new condition original accessories available here€ scratch dent exchange ¬ yet used interested call 1010095400 shop doubts call 9791137413 tamil selvan p 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile 1010097600 done ¥ ¬ ÷¥¬2,1107,2,6,22000
1, name87 watch name251 3 silver gps name1703 clean condition, 101006600 note 10 101004200 12256gb 28 1010024200 used 10100141900 condition 101006100 101006200 1010014000 10100141900 condition 1010011500 10100163900 available 1010095300 10100102200 101008900 photos uploaded u may look 1010011300 facilities available store vaulation u visit store 1010019100 price best deals available 1010083100 store 10100164000 1010062600 4 10100121200 10100164100 101006600 service center beside kd 5 near 10100121200 10100164200 10100163600 1010017000 free ask queries mentioned 10100164300,503,15,5,19900
1, closing name269 name0 models name61 name102 delivery, 101008700 iphone available models cod phone 7 phone 7 plus phone 8 phone 8 plus phone x phone 1010041400 phone xr phone xs 1010022900 including new latest brand samsung 1010019500 1010025100 get information contact us call whatsapp 932six722384,282,0,1,17999
2, name309 k6 power box, 1010027100 10100103200 10100133700 good condition 4g phone,318,11,4,4500
1, name0 xs max, 101004600 2gb internal 16gb,929,8,2,90000
1, heavy discounts name87 iphone 632gb, assessories,968,8,2,13400
1, lowest price sale name0 7 128gb accessories 22999rs, 10100119400 4g 101005400 look 10100140100 condition 10100135300 working,570,11,4,22999
0, name233 9n 4 gb ram 128 internal memory, excellent condition problem sb ok hai sath charger hai id proff bhi dunga apna,891,4,0,9000
1, name0 xr perfect condtion, good condition including accessories bill box,1014,8,2,44000
1, name0 6s 64gbbrand new condition, less used around 3 month gifted bill brand new condition,80,2,6,18500
1, name87 6s plus 64 gb, 1010052600 pack fix rate ready stock 6000 mah battry m30s 464 2 piece 1010052600 pack m10s 332 4 piece 1010052600 pack 1010055900 216 2 piece,777,0,1,18500
1, name0 6s 32 gb 12months old like new condition, 1010034000 g5s plus box original charger paperwork phone perfect condition even single scratch,122,10,7,14500
1, name0 x silver 256gb brand new, 10100000 x silver 256gb accessories good condition,126,1,3,54000
1, name0 7 128gb, 1010052200 1010076200 product tested certified work look like new minimal signs wear product comes relevant accessories headphones may included backed minimum six month seller brand warranty 101001600 2016 1010021200 dual rear camera 10100131600 image stabilization 1010024600 slow motion 10100143600 10100143700 10100143800 10100131800 mode 10100131900 lighting 16 1010021200 front camera display 162 centimeters 641inch full 101008200 1010096600 amoled display 2340 x 1080 pixels resolution 86 screentobody ratio contact 10100143900,999,15,5,28000
1, name0 8 rose gold 64gb, description,669,13,5,25000
1, name0 7 32 gb, sell 10100000 1010023400 64gb brand new phone 101006100 box imported sellers warranty products 6month sellers warranty unlock phone 100original,554,4,0,18000
1, name0 6 name42, bargaining please 1010014000 1010014400 1010067900 every phone 10100000 1010011200 32gb slight scratches rs 8998 10100000 1010011200 64gb slight scratches rs 10998 1010095300 10100161600 cards accepted 1010011300 offers available less 2 minutes station hurry 1010011500 10100163900 available 1010095300 10100102200 see olx profile ads 93 23 22 34 56 contact,243,13,5,12000
1, name0 6 name103 16 gb, 101004800 1010066000 101004900 6gb ram 128gb 101001500 101001400 thunder 101004200 101004100 brand 101005400 condition 2 months 1010024300 10 months 1010011400 remaining accessories 101006100 back 1010050800 10100800 free phone 1010011300 10100161500 1010080300 seeing 1010048300 please dont call message 1010011300 rates 1010095300 10100161600 10100102200 accepted 1010080300 get instant 1010071800 1010010200 1010024300 101005100 1010063400 spot 1010080300 seeing 10100161700 1010048300 please dont call message direct rates cant quote without seeing 10100161700 1010048300 1010080300 10100161800 10am 9pm 10100126500 7 1010024200 10100148600 1010040000 retail best 1010045900 10100151100 prices serve customers 10100161900,538,15,5,10000
1, iphone xs gold 256 gb, need money,819,13,5,70000
1, phone 5s name753 sealed unused piece, genuine ad 101005400 unboxed realme xt blue 464 version gonna buy oneplus 7t selling new phone used phone accessories bill rate fixed 101003600 pay phonepe preffered,906,2,6,9000
3, nexus name1967 name42 sale 32 gb w name78 name140, 1010011400 10100000 7 accessories like new condition along bill n box avalliable cheap priceavailable first come first served basis hurry,1026,8,2,5500
1, iphone x excellent condition, 101005000 310 good conditioni purchased phone 3700i want sell 2500 exchanged nokia blackberry phone,534,15,5,40000
1, name87 name0 name2549 256gb, 101006600 101008700 10100000 available contact details cod available,126,1,3,30000
1, brand name54 name0 6 name92 64gb new box pack phone, 101006000 3i 4gb ram 64gb 101001500 101001400 101008100 101004100 brand 101005400 condition 1 101003500 1010024300 11 months 1010011400 remaining accessories 101006100 back 1010050800 10100800 free phone 1010011300 10100161500 1010080300 seeing 1010048300 please dont call message 1010011300 rates 1010095300 10100161600 10100102200 accepted 1010080300 get instant 1010071800 1010010200 1010024300 101005100 1010063400 spot 1010080300 seeing 10100161700 1010048300 please dont call message direct rates cant quote without seeing 10100161700 1010048300 1010080300 10100161800 10am 9pm 10100126500 7 1010024200 10100148600 1010040000 retail best 1010045900 10100151100 prices serve customers 10100161900,193,15,5,18900
1, name87 name0 7 32gb accessories bill box ce, 101008700 10100000 6s 32gb accessories bill 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,162,15,5,19800
1, name0 7 plus 128 gb, display 5 inches size 1920 x 1080 display 101001600 13 megapixels rear camera lens 1 8mp rear camera lens 2 101001900 4000 mah 10100111400 10100111500 battery memory 3 gb ram 320 gb inbuilt memory 256gb expandable memory 101001200 14 ghz speed 1010020700 core processor 10100111600 processor,690,0,1,33000
1, get new name0 8 plus models lowest prices, mrp 1699904000 10100100900 10 days replacement 1 year warranty 1010010200 delivery available,448,11,4,23000
1, phone x 64 gb, 101008700 10100000 1010055400 16gb accessories bill box —emi credit card available —over 400 apple products available —repair sales —price fixed 10100158800 1010023900 10100159100 10100158200 10100159200 10100158600 1010095400 profile info find us fbinsta,430,15,5,50000
1, swapped device name0 6s name1687 name87 64gb brand name54 condition, guard crack,84,8,2,12000
1, name0 8 plus 64gb, complints perfectly working,495,11,4,40000
0, name2778 8 name49, 3 months used 1 year warranty new condition full box set blue colour 101007400 negotiable,227,2,6,7000
1, name0 6 grey 64gb storage 4g volte charger bill, 10100000 6 grey 64gb storage 4g volte bill charger available15years oldno issuesprice negotiablethank,198,1,3,12900
1, name1653 4 16 gb name187, mobile good conditioncharger box bill 15 months usedno earphone sorry,267,15,5,10999
1, iphone x indian 64gb, 101006600 1010032600 64gb 3 101003500 1010011400 101006100 101006200 100 like 101005400 condition full accessories 1010012400 101006100 offer 1010022600 101009900 1010074500 phone 1010010000 phone 1010054600 1010010000 front back glass protection photos 1010097300 1010011300 1010097400 extra exchange discount available 1010011500 available 1010095300 card accepted bajaj financerv available 1010097500 card financeon spot approval documents finance spot approval 1010097600 provided delivery doorstep available500 token basiswhich refundable product varies description service 1010011400 available doorstep need visit store warranty claimexecutive pick deviceresolve issueredilver yousame day 1 week return policyyou free visit apple 101006600 oneplus care centre verify deviceif thing change defective product return accepted full refund provided 100 quality assurance purchased products delivery booking device photos detailswarranty claim whatsapp olx number call visit time 10 1010043500 10 1010043600 — 100 fixed rate — 1010062500’t call 1010022300 second hand 1010063400 new devices see photos 1010097700 101007400 1010063400 ↓↓↓ follow olx see 1010097800 101005400 1010097900 profile name 1010098000 iworld 2 branchesahmedabad 1010098100 1010098200 details call 1010038400 direct call olx num 101003600 1010098000 1010098700 1010083100 410 1010060100 city centre 1010098500 roadnrsachin towersatelliteahmedabad380015,90,0,1,48000
1, name0 6s name148, get 3 months warranty used phone bill box charger earphone 1010052200 conditions good new fixed prices don’t negotiate located 1010052300 1010052400 part 1,845,4,0,14500
1, iphonex like brand new phone sale new accesories, selling new phone oppo a5 2019 model diamond blue colour 4 gb ram 64 gb rom 4 months old new phone mrp 14500 accessories bill box want sell want purchase new phone,293,8,2,46000
1, phone 6 name103 name148, brand 101005400 condition good 101005400 101006100 accessories lowest prices 10100159300 visit us 1723 rs 10100169600 1010054300 10100169700 10100164200 opposite 10100170600 10100164200 near 10100170700 1010023000 10100158600 10100159200 01,193,15,5,9000
1, name0 7 128gb box good condition, hello want sell new 1010020400 2z mobile bought 1010080200 23rd phone absolute mint condition scratchesdamagesdents whatsoever bought bigc mobiles insurance worth 2500 covers everything including screen damage water damage etc 101006100 101006200 1010014000 1010014100 back pouch screen guard available slightly negotiable doesnt mean u ask 20 22 thousand im already giving new phone 5500 less 3000 mobile plus 2500 insurance 10100208700 please stay away,330,10,7,22000
1, name123 x 64gb silver color, used one plus 3t 2 years gunmetal 64 gb slight scratches,1011,2,6,42000
1, name0 xs name229 256gb name235, description,595,13,5,75000
1, name0 7 plus 32gbgood condition, description,330,10,7,22500
1, name0 6s rose gold 64 gb, good condition complaints 101008900 charger box headset 1010029800 people contact,233,11,4,17000
1, name0 6 32gb rom name119 grey good condition, brand new sealed 101008400 6a 2gb 32gbminimum 3 peices,767,2,6,13600
1, name0name234brandnewwithwarrantywarranty, 10100000 7 128 gb jet black gud condition bill box charger 1 year used,740,4,0,17500
1, iphone 6 16 gb space gray mint condition, 101007400 32000 sale 28000,214,4,0,10500
1, name0 se 32gb, 101006600 1010011600 1010045300 1010060600 1010023500 56 months old bill box original accessories 1010014700 perfectly brand new condition even single problem never repaired anywhere 1010011600 1010045300,926,8,2,12500
1, name87 airpods name226 charging name65 generation 2, samsung 1010019500 1010025100 like 1010032600 101009200 note 8 note 9 india 1010010200 delivery available interested shop online contact us call whatsapp thanks……,619,11,4,9999
1, phone 6s 64 gb, 1010037500 xa ultra 101005100 also known 1010037500 1010050700 xa 1010013200 dual 10100228100 10100228200 dualsim card slots ony 1010050700 xa 1010013200 dual smartphone runs 10100600 v70 operating system phone powered 1010020700 core 2 ghz 1010021000 core 1010051900 1010052000 1 ghz 1010021000 core 1010051900 1010052000 processor runs mediatek mt6755 1010021100 3 gb ram 10 gb internal storage 1010037500 1010050700 xa 1010013200 dual smartphone ips lcd display measures 1642 mm x 794 mm x 84 mm weighs 202 grams screen resolution full 101008200 1080 x 1920 pixels 367 ppi pixel density camera front buyers get 16 1010021200 101001800 101001600 rear theres 215 1010021200 camera features like 1010021300 1010020600 auto flash 1010020100 detection 1010021400 focus backed 2700 mah battery 1010021500 features smartphone include wifi 101009900 gps,1152,13,5,16000
1, name87 iphone 7 128gb brand new condition, 101008700 iphone 7 128gb brand new condition single scratch dent 101006200 1010014000 ear phone available,995,1,3,24000
1, name0 7 128 name182, 4gbram 16gbrom 4000mhbattery 1010045600 cash vivo 10100149200 phone availible 1010046000 vivo 10100149300 price 12000 price 10100149400 adjest it1010045600 cash contact no8301836195,455,11,4,25000
1, name424 42mm excellent scratchless, 1010042400 42mm excellent scratchless condition accessories available,1124,1,3,11599
1, iphone x 64 gb inbuilt best price exchange offer, kit bill box avalaibel,689,0,1,45000
1, name0 xs black 64gb, want sell redmi note 6 pro 4gb ram 64 internal memory 101005100 warranty scratches dent perfectly working bill box available bought shop want buy new one thats selling,370,13,5,65000
1, name0 xs 256 gb gold colour, brand new 10100000 original headphonescharger bill box phone used 3 months single scratch phone contact interested need urgent sell,1019,1,3,94000
1, name0 7 32gb black sale, 10100000 1010011200 32gb 14900 10100000 6s 32gb 18900 10100000 6s 64gb 19900 10100000 6s 128gb 22900 10100000 6s 101009200 64gb 29900 10100000 7 32gb 22900 10100000 7 128gb 28900 10100000 7 101009200 128gb 38900 1010011300 offer gst 101006100 1010011400 credit card 1010011500 available,1108,2,6,21500
1, urgent sale mint condition, urgent sale upgrading original bill box available bought store,198,1,3,52000
1, 7 plus 128 gb, oppo 4gb 64,277,13,5,25000
1, phone indian, 101006600 galaxy m30s 4gb64gb new launch white blue colour availa 1010067400 m30s 6128gb16999whiteblue 6000mah big 10100108700 first time sealpack bill fix rate 63super amoled 1010097100 infinity display 4gb ram 64gb rom 4885mp triple camera 16mp selfee launching today address 1010097200 telecom ele 30 mangalya complex opp brts bus stop anjali circle paldivasna ahdtime10 130 4 930,253,0,1,40000
1, name0 7plus 32gb excellent condition, 10100000 7 32gb unused mobile phone seller warranty 2month 1010062600 name 10100242500 garage full new kit available scratches dent used yet mobile¶¶ interested call contact 9791137412 10100241600 1010062600 location vadapalani 10100000 exchange models available,1182,2,6,28500
1, brand new iphone xs max 256 gb gold, 1010060600 1010023500 1010015600 101006100 101006200 full warranty available 101009000 ballers kindly keep away genuine buyers call gift sparingly used fixed 101007400,738,2,6,75000
1, name0 xs 64 gb earpods, 10100000 7 128 gb genuine assesory warranty also,654,8,2,79999
1, name0 10 256gb space gray pristine condition, 10100000 10 256gb space gray box factory accessories mint condition always used case exchange giveaway marble case along phone worth 10000 rupees serious buyers contact price slightly negotiable,563,1,3,45000
1, name0 6 name453, description,378,4,0,14000
0, name233 6x 4gb 64 gb excellent condition, phone 6s rose gold colour brand new condition 101001900 health 100 1010090700 pe ek bhi screcth nahi h one problem 1010068900 print working 10100195500 issues tune update error 4013,970,8,2,5300
2, name271 name1622 note good condition, 101005500 problem,907,4,0,4000
1, iphone name414 max 256gb name1726 brand new apple warranty, 10100000 xr white colour64gb bill accessoriesno box anyone interested contact,547,10,7,85900
1, apple phone 7 plus 128 gb, 101006600 galaxy 1010016600 101009200 101004200 101006100 accessories 1 year used like 101005400 condition never 1010076700 101008900 condition message call call 8140 296 222,31,0,1,18499
1, name0 7128gbexcellent condition, 1010026800 6 1010015400 101004200 sale looks like new one scratch dent zero damage 101005100 good 101001900 backup 6gb 101004600 64gb rom 101001100 845 101006200 available 1010025200 charger 14 months old 101005100 1010010500 sale 10100141400 1010061500 10100167000 30 pro 101007400 negotiable interested buyers kindly 10100247900 call,217,2,6,28000
1, name54 name0 7 32gb sale, best 101007400 101008700 phone available 1010010200 delivery models 1010010700 offers xs max xs x 8 8 7 7 provide 10100000 proper 101006100,892,10,7,22000
1, name0 6s plus 128 gb, iphone 1010023400 101009200 32 1010018200 full box price 23000 one month 101008700 brand warrenty remaining even single scratchlooks like brand newwww one interested contact price slightly negotiable,35,11,4,18000
1, name0 5se 32gb name75 name103 name1 name1419 condition, 10100000 6 64gb 10100128500 available best 101007400 11900 101006100 1010014000 10100141900 condition 1010011500 10100163900 available 1010095300 10100102200 101008900 photos uploaded u may look 1010011300 facilities available store vaulation u visit store 1010019100 price best deals available 1010083100 store 10100164000 1010062600 4 10100121200 10100164100 101006600 service center beside kd 5 near 10100121200 10100164200 10100163600 1010017000 free ask queries mentioned 10100164300,503,15,5,9900
1, iphone 6 sale, processor 101001000 101001100 660aieoperating 10100500 10100162300 os 45 based 10100600 81 indisplay 101002200 10100162400 1010065000 101004900 comes optical fingerprint sensor hidden beneath display eliminating visible fingerprint pad results beautiful design seamless top bottom effortless unlocking capabilities striking futuristic feel,467,15,5,13000
1, name414 max 256, 101006600 galaxy 101005800 watch46mm brand 101005400 available 10100102200 accepted 17k,383,2,6,95000
1, name0 7 32gb, buy 101008700 iphone x 8 7 6s6 5s samsung galaxy 1010090800 1010090900 1010032600 1010032600 1010016600 1010091000 1010091100 101008400 oppo vivo highend 1010091200 oldbrokencrackdamagedead condition best 1010031100 1010023000 101007400 depends modelconditiondetails handset 1010062600 name minigaffar 101005100 101002400 located 1010056300 1010056400 1010091300 1010054300 near 1010091400 1010091500 east 1010085300 1010091600 call 1010016500 details,1087,4,0,20000
1, phone 7plus 128gb 3gb ram, weekend get new 10100000 best price excellent condition 1010010700 clearance sale get new 10100000 top models available low price want clear stock get attractive discount unlocked piece box accessories hurry limited offer order msg whatsapp 9911158296,146,0,1,14500
1, name0 7 256gb new condition, full seal pack mobile brand new note 7 pro bill box 4 gb ram 64 gb internal,1160,13,5,23000
1, 6month sellers warranty shop name0 7 plus 128gb brand new phone, description,310,4,0,33999
1, name0 8 64gb warranty till name1791 2020, good 1010014700 condition 1010014000 1010022200 101006200,794,15,5,40000
1, name0 xs max 64gb name103, 1010014700 good condition defects,909,10,7,65000
2, name2738 x2 lenovo, looks brand new 25 days old 11 months warranty instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,811,15,5,3000
1, name0 name414 name229 64gb name103 name87 name114, • 10100000 7 101009200 128gb 1010024300 phone 1010011500 • 101005100 101006100 1010014000 eraphone available • 7 101008000 replacement 10100100500 3 months 1010068100 1010011400 return accepted 1010011300 1010068100 accepted • 1010011500 available 1010024300 phone 1010095100 10100100600 1010037800 1010095300 card • 1010011300 available • 10100100700 call massage otherwise call answer 1010016500 massage,765,0,1,61900
1, iphone 7 128gb name180 name42, buy apple iphone samsung model future technology awesome customer selling price best condition buy model starting price 15000 cash delivery available 101008500 call whatsapp details 101008600,318,11,4,21500
1, name0 7 128gb rose gold, 1010095300 card 1010011500 available models 1010012300 5s xs max brand new condition original accessories available scratch dent exchange yet used interested call 1010095400 shop££ doubts call 7845593133 10100242600 ££ 1010095300 debit 1010037800 accepted £ 1010062600 location vadapalani 101008700 10100000 macbook ££ ipad mobile 1010097600 done,1088,2,6,30000
1, name54 iphone 6s 64gb name120 name114 name113 offer name115 name127, 101005400 iphone 6s 64gb 1010012000 1010011400 1010011300 offer 1010011500 1010012700 cod 1010011300 gst 101006100 1010011400 credit card 1010011500 available,601,1,3,19900
1, name0 7 32gb 1month old good conditio, brand new sealed 101008700 10100000 11 101004900 boxed clear case would make ideal gift 1010093600 treat 10100000 11 101004900 101006500 sent recorded special delivery insurance skype 1010093400 skype93500,436,4,0,19500
1, buy new iphone 6s plus available, brand new 8 plus model available best price india cash delivery colors available,50,0,1,16000
1, best condition name0 name414 name229 512gb, hi selling 10100000 1010041400 1010022900 512gb even used accessories 1010022900 1month old mobile condition new serious buyers please leave message call phone50200,269,1,3,80000
1, name0 7plus 32 gb, 35 day old,216,13,5,22000
1, phone 6 sale, 10100000 iwatch perfect working condition repairs ever cover scratches backside,966,8,2,14300
1, iphone name112 32gb name54 name120 name115 option cod name2594, want sale blackberry mobiles models like z10curve sony 101009900 like sbh52 sbh54 sbh56 sbh20 anybody interested reach soon price range 3000rs 8500rs 1010011300 also welcome,800,2,6,14900
1, brand new name0 8 plus bill accessories, 101008400 1010022900 2 4gb ram 64gb storage 2 years used battery issues probably youll replace,18,15,5,20999
3, superrare lg v50 thinq name1611 dual screen 59900, phone 6s 64 gb charger 1010014100 101006100,640,15,5,59900
1, name87 phone models available name61 name62 accessories, 101008700 phone models available 101006100 101006200 accessories available cod available 101008500 contact,145,17,7,12000
1, name0 6s 32 gb, 2 yrs old 10100000 6s 32gb mint condition,984,1,3,15000
1, name87 phone x available lowest price cash delivery, 10100151200 money,327,11,4,14999
1, name66 name2539 7 name1028 2 name35 old gst bill accessories, brandufit 1010083500 realtime sport monitoring walking steps distance energy consumption etc 1010083600 call sms notification reminded watch instantly kinds social 1010083700 message push notification 1010010000 1010010100 1010010200 delivery available,765,0,1,6990
1, name0 6s 64 name182, excellent condition p30 pro used,79,11,4,15500
1, apple model available best price cod option, barely used 10100000 x 256gb silver original box accessories,31,0,1,15000
1, name0 5s 16gb, buyed 2days old fixed price 101006100 wattenty,547,10,7,7500
1, name87 airpods second generation new seal pack, ipad 128 gb 1010032400 1010085900 fifth generation brand new seal pack 101008500 warranty 1 year warranty wholesale rate taru 10100221700,440,13,5,10600
1, name0 x, excellent condition box bill charger even single scratch,569,1,3,41000
1, iphone xsmax 256gb spce grey, gonna buy new mobile 1010015900 v11 6gb ram full kid bill 7month old,64,2,6,80000
1, name87 name0 xr 64128gb, one half years old still working condition,789,2,6,41999
1, name87 name0 6s 64gb brand name54 condition name1800 device device, 1520 days used want sell watch already one watch conditions excellent it’s little scratch,70,8,2,12000
1, name0 7 32gb colours available, brand 101005400 s8 plus phone,1182,2,6,22001
1, name0 5s 64gb new orignel bettry problem phone, 15 yr red mi note 3 good condition scratch back cover,949,8,2,8600
1, name0 8 plus red colour 64 gb box bill 6 moths old, 10100000 8 plus red colour 64 gb box bill 1year old warranty good condition,883,1,3,50000
1, name0 7 32gb, 4100mahtyphigh capacity battery 101001100 62514nm lpp finfet 13 mpcmos camera 1010029000 bodyfront 1010053300 curved glass 139cm 10100150500 101008200 display 1010018700 dual simvolte support redmi note 4 clean piece 64gb internal 4gb ram,737,11,4,17000
1, name0 6 plus sell exchange, urgent sale,1011,2,6,12000
2, name271 name161, urgent sale money problem,132,0,1,4999
1, phone 7 name1247 black 50 days warrenty left, phone 7 z black,680,4,0,22000
